178
452
1798
1983
2088
2176
3805
4016
4115
4181
4460
4980
5179
5764
5816
5962
6104
6175
6484
6605
6680
6921
6935
7286
7525
8051
8746
8767
9730
10452
10653
10871
11085
11286
11680
12049
12115
12307
12559
12564
12867
12970
13161
13650
13690
13910
14069
14475
15537
15588
15932
15974
16228
16275
16395
16728
16811
16838
17027
17548
17814
18199
18234
18359
18383
18755
18887
18947
19539
19572
20022
