-313335.8,1508416
-37146.5,220083
-198449.3,214951.9
-182211.7,104173.3
40768.02,107745.9
-747868.2,1357188
-89148.52,1547586
-55031.79,198742.4
207401.3,1535576
-50821.19,146303
-25759.42,91737.98
-1850.606,109506.2
797187.4,1343130
743472.1,1354210
803177,1325661
278498.4,1536154
418460.3,1481833
-14803.67,4892.06
-14028.03,111633.9
412802.4,1499124
782221.5,1335567
-758602.4,1362118
-768333.8,1354348
-579532.4,1442938
-210803.7,99538.05
846628.4,1308038
-751627.4,1343400
788961.5,1333428
-50975.48,104440
810127.8,1314707
821606.9,1330022
-252.3251,89759.45
693384.5,1383263
-732882.6,1362279
146689.7,245588.6
22376.85,309159.1
242204.4,282563.9
811890.6,1335067
-16533.79,124496.7
824312.2,1318694
559607.2,1441812
-175959.5,113539.2
500987.9,1468972
652613.2,1420403
826418.2,1306583
19031.75,1554879
103091,91216.54
807713.6,1324698
726606.5,1378716
-807520.4,1309140
41668.8,122136.8
151072.1,45659.31
919911.9,1252969
221731.5,230581.3
-530120.9,1454295
-838369.2,1305848
759605.8,1360666
582115.5,1427647
805628.9,1326592
73889.56,88147.88
-656334.9,1396863
442456.5,1486860
760827.4,1349172
45421.46,146978
-735176.2,1373629
-130631.6,119476.4
-623278.8,1416398
807867.1,1317532
144787.4,87478.78
89781.79,134650.1
-867849.9,1286833
-71223.91,187626.5
7101.982,43571.37
56442.29,1559225
113804.1,121241
-672405.4,1406048
-159563.6,74431.5
-351817.7,1501884
-18808.74,1549855
28223.67,23808.78
-810655.1,1313993
-802920.1,1316996
-183287.7,388923.7
39438.39,278166.8
-368419.4,1497554
-842585.4,1294009
-151605.6,91589.76
33200.86,1558108
-269067.5,151592.8
827111,1315300
-89027.32,133569.2
786258.9,1329902
554687.1,1440583
40846.56,104082.1
126131.6,65929.6
278009.8,1518064
-619830.8,1416850
-829066.6,1328226
404886.7,1507780
775413.5,1328527
92556.87,1558946
613581.8,1424975
-90999.27,66625.45
204435.5,88726.95
7673.78,1539897
772314.5,1345729
824428.2,1312161
162649.1,94207.09
88732.93,1560179
204468.4,110038.4
871008.9,1305227
78712.88,30876.04
448179.5,1508870
-38898.01,1560252
417407.6,1489288
787962.8,1336050
608562.5,1421849
836364.6,1312150
623404.9,1415763
898346.4,1275210
794355.1,1336636
-772248.4,1337746
81378.22,7918.847
-736661.2,1351954
260620,1541086
-269331.2,1522316
23746.25,105959.8
-258253.9,1519630
327383.8,1512069
-85568.99,98964.64
188353.3,32046.65
81649.13,1541143
98577.91,1546122
635623.1,1408645
40119.79,247585
532193.8,1460621
869537.7,1296229
-603503.7,1431554
615338.4,1413676
-675970.6,1392242
217675.4,27253.51
328420.1,1523243
200061.7,135588.5
36975.54,60961.07
184396.9,1543563
68313.6,1557404
234471.5,87048.03
